City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,al ghayzah,16.2079,52.176,26.8,78,11,3.17,YE,1697662938
363,toliara,-23.35,43.6667,22.89,86,90,1.22,MG,1697662938
364,norderney,53.7,7.15,8.88,67,100,13.65,DE,1697662938
365,menaka,15.9182,2.4022,34.41,14,28,2.97,ML,1697662939
366,tongouson,5.0214,120.1328,27.56,79,95,2.21,PH,1697662939
367,ado-ekiti,7.621,5.2215,23.46,92,83,0.8,NG,1697662939
368,maisi,43.0395,41.2621,10.37,95,100,0.47,GE,1697662939
369,balotra,25.8333,72.2333,26.54,41,0,2.96,IN,1697662939
370,arno,60.1167,18.6333,4.32,78,61,3.72,SE,1697662939
371,mar del plata,-38.0023,-57.5575,15.29,58,0,5.66,AR,1697662867
372,kharp,66.8014,65.8081,-1.38,97,83,1.97,RU,1697662940
373,pushchino,54.8339,37.6264,3.84,81,100,4.92,RU,1697662940
374,vel'sk,61.0701,42.0983,2.37,90,100,1.79,RU,1697662940
375,vanimo,-2.6741,141.3028,25.55,86,77,0.96,PG,1697662885
376,batang,-6.4846,110.7083,25.71,82,15,1.93,ID,1697662940
377,zhezqazghan,47.7833,67.7667,9.58,44,52,3.23,KZ,1697662940
378,fenoarivo atsinanana,-17.3667,49.4167,23.07,94,42,2.05,MG,1697662940
379,odda,60.0691,6.5457,6.54,83,100,4.02,NO,1697662941
380,eirunepe,-6.6603,-69.8736,34.41,42,66,1.83,BR,1697662941
381,margate,51.3813,1.3862,16.06,94,100,3.58,GB,1697662898
382,revda,56.801,59.9303,2.3,80,93,6.29,RU,1697662941
383,umm kaddadah,13.6017,26.6876,28.59,15,100,5.69,SD,1697662941
384,cabedelo,-6.9811,-34.8339,27.37,72,27,7.19,BR,1697662942
385,burgersdorp,-30.9977,26.3286,15.61,64,82,3.74,ZA,1697662942
386,huanuni,-18.2667,-66.85,16.27,49,81,6.05,BO,1697662942
387,alta sierra,35.7291,-118.5495,23.77,25,0,2.57,US,1697662942
388,san antonio de pale,-1.4014,5.6325,25.98,82,100,2.54,GQ,1697662942
389,kidal,18.4411,1.4078,31.76,13,8,3.37,ML,1697662943
390,xiaoweizhai,26.1903,107.5125,18.1,98,72,1.01,CN,1697662943
391,igarape miri,-1.975,-48.9597,29.41,66,84,3.2,BR,1697662943
392,sinabang,2.4803,96.3801,25.59,85,100,0.59,ID,1697662943
393,tual,-5.6667,132.75,26.7,76,11,4.46,ID,1697662943
394,nagqu,31.5,92.0,-6.62,91,100,1.69,CN,1697662943
395,bamyan,34.75,67.25,0.59,82,2,0.69,AF,1697662943
396,vyyezdnoye,55.3815,43.7864,3.63,92,96,2.68,RU,1697662943
397,dondukovskaya,44.8819,40.3627,12.47,56,100,2.13,RU,1697662944
398,tazacorte,28.629,-17.9293,24.54,78,75,2.68,ES,1697662944
399,kone,-21.0595,164.8658,21.81,61,1,2.89,NC,1697662944
400,tuy hoa,13.0833,109.3,24.39,91,96,2.05,VN,1697662945
401,turan,16.0678,108.2208,24.99,94,40,0.0,VN,1697662945
402,linxia chengguanzhen,35.6003,103.2064,5.2,87,100,0.7,CN,1697662945
403,santo antonio do ica,-3.1022,-67.9397,32.98,51,79,1.17,BR,1697662946
404,kudahuvadhoo,2.6708,72.8944,27.55,74,68,4.24,MV,1697662835
405,mujiayingzi,42.1167,118.7833,5.73,35,0,2.99,CN,1697662946
406,tralee,52.2704,-9.7026,12.09,96,74,1.38,IE,1697662946
407,agat village,13.3886,144.6585,26.87,97,55,4.37,GU,1697662946
408,suva,-18.1416,178.4415,25.71,73,40,4.63,FJ,1697662946
409,mogadishu,2.0371,45.3438,26.66,85,87,4.48,SO,1697662946
410,vernon,50.2581,-119.2691,17.2,71,100,2.06,CA,1697662807
411,labytnangi,66.6572,66.4183,-0.87,92,24,3.43,RU,1697662947
412,qamdo,31.1667,97.2333,-4.84,85,23,2.95,CN,1697662947
413,wafangdian,39.6183,122.0081,10.99,85,100,1.6,CN,1697662947
414,lusambo,-4.9667,23.45,21.43,95,81,0.48,CD,1697662947
415,grand falls-windsor,48.9332,-55.6649,8.06,72,86,3.27,CA,1697662947
416,labrador city,52.9463,-66.9114,8.95,46,0,5.14,CA,1697662947
417,berezovyy,51.6667,135.7,2.48,94,100,0.97,RU,1697662948
418,rio grande,-32.035,-52.0986,19.06,69,88,5.4,BR,1697662789
419,ixtapa,20.7,-105.2,29.57,73,100,0.89,MX,1697662948
420,qarazhal,48.0078,70.7903,9.11,48,41,3.2,KZ,1697662948
421,fort st. john,56.2499,-120.8529,14.94,51,75,10.8,CA,1697662835
422,keetmanshoop,-26.5833,18.1333,26.51,11,0,3.09,NA,1697662948
423,mount isa,-20.7333,139.5,21.87,16,4,4.12,AU,1697662949
424,kapa'a,22.0752,-159.319,28.18,67,40,4.12,US,1697662779
425,monze,-16.2833,27.4833,23.01,61,17,2.77,ZM,1697662949
426,ponta delgada,37.7333,-25.6667,23.99,88,40,8.75,PT,1697662949
427,victorica,-36.2151,-65.4359,12.25,68,100,3.63,AR,1697662949
428,bovalino,38.149,16.174,23.94,82,65,1.89,IT,1697662949
429,pikalevo,59.5183,34.1664,4.21,87,100,1.71,RU,1697662949
430,saint-joseph,-21.3667,55.6167,24.21,85,91,2.76,RE,1697662950
431,camacupa,-12.0167,17.4833,19.64,71,12,2.58,AO,1697662950
432,mount pearl,47.5166,-52.7813,7.96,78,75,4.63,CA,1697662717
433,nova vicosa,-17.8919,-39.3719,24.96,76,3,6.01,BR,1697662946
434,asosa,10.0667,34.5333,16.73,89,91,1.27,ET,1697662950
435,neiafu,-18.65,-173.9833,23.56,60,12,7.39,TO,1697662950
436,yass,-34.8333,148.9167,11.93,87,0,0.89,AU,1697662950
437,isabel segunda,18.1491,-65.4427,31.58,84,10,1.34,PR,1697662950
438,ma'rib,15.4591,45.3253,23.02,25,0,0.76,YE,1697662950
439,mir bachah kot,34.75,69.119,12.19,45,0,1.01,AF,1697662951
440,senekal,-28.3197,27.6208,16.67,39,0,1.94,ZA,1697662951
441,nizao,18.25,-70.2,33.04,68,1,5.29,DO,1697662951
442,fale old settlement,-9.3852,-171.2468,28.31,72,99,3.29,TK,1697662951
443,lorengau,-2.0226,147.2712,27.12,77,63,1.29,PG,1697662951
444,juneau,58.3019,-134.4197,11.0,95,100,5.66,US,1697662745
445,sisimiut,66.9395,-53.6735,-4.7,82,100,6.65,GL,1697662952
446,taos,36.4072,-105.5731,26.1,15,0,1.54,US,1697662952
447,ola,59.5833,151.2833,-1.99,44,5,3.17,RU,1697662952
448,opuwo,-18.0607,13.84,22.2,25,0,3.67,NA,1697662952
449,la palma,33.8464,-118.0467,39.73,65,0,3.6,US,1697662952
450,ar ruways,24.1103,52.7306,29.17,64,0,2.67,AE,1697662952
451,saryozek,44.3583,77.9753,10.7,43,23,0.77,KZ,1697662952
452,ulsteinvik,62.3432,5.8487,5.42,81,3,3.13,NO,1697662953
453,paungde,18.4833,95.5,23.55,94,77,0.76,MM,1697662953
454,ceeldheer,3.8488,47.1806,27.1,78,31,3.78,SO,1697662953
455,jilib,0.4883,42.7854,25.37,85,98,2.12,SO,1697662953
456,nadym,65.5333,72.5167,4.72,88,100,4.52,RU,1697662953
457,kantunilkin,21.0917,-87.45,29.88,42,94,3.41,MX,1697662954
458,kannur,11.8675,75.3576,25.69,86,80,1.06,IN,1697662954
459,kalinkavichy,52.1323,29.3257,6.6,76,85,4.44,BY,1697662954
460,chililabombwe,-12.3648,27.8229,21.41,64,100,2.86,ZM,1697662830
461,louis trichardt,-23.0439,29.9032,16.17,77,0,2.7,ZA,1697662844
462,lautoka,-17.6167,177.4667,26.92,65,20,1.54,FJ,1697662955
463,isangel,-19.55,169.2667,24.46,87,92,1.76,VU,1697662955
464,el matama,16.7095,33.3565,34.17,31,88,2.37,SD,1697662955
465,north bend,43.4065,-124.2243,22.73,94,0,3.6,US,1697662955
466,nishinoomote,30.7333,131.0,21.4,61,0,1.67,JP,1697662955
467,kuala belait,4.5833,114.1833,24.09,89,100,3.23,BN,1697662955
468,lamu,-2.2717,40.902,27.12,88,99,4.22,KE,1697662955
469,aureilhan,43.2434,0.0958,17.39,88,0,3.09,FR,1697662956
470,crane,31.3974,-102.3501,32.15,17,4,2.03,US,1697662956
471,brisas de zicatela,15.8369,-97.0419,28.91,65,92,3.03,MX,1697662956
472,val-d'or,48.1002,-77.7828,9.05,76,100,4.12,CA,1697662956
473,carqueiranne,43.0953,6.073,19.39,78,100,8.95,FR,1697662956
474,bamboo flat,11.7,92.7167,24.05,94,40,1.54,IN,1697662957
475,mpophomeni,-29.5682,30.1862,13.85,98,22,0.95,ZA,1697662957
476,kiomboi,-4.2667,34.3667,21.81,50,34,3.23,TZ,1697662957
477,newman,37.3138,-121.0208,31.7,21,0,0.98,US,1697662957
478,jakar,27.5492,90.7525,6.48,91,40,0.9,BT,1697662957
479,sanctuary point,-35.1114,150.629,15.97,74,3,2.19,AU,1697662957
480,ballina,-28.8667,153.5667,15.43,64,76,4.09,AU,1697662909
481,lompoc,34.6391,-120.4579,28.34,61,20,3.09,US,1697662958
482,qarqaraly,49.4058,75.4742,6.5,51,0,3.55,KZ,1697662958
483,anka,12.1138,5.9243,29.4,22,91,3.48,NG,1697662958
484,port saint john's,-31.6229,29.5448,18.99,79,13,3.52,ZA,1697662958
485,thanh pho uong bi,21.0333,106.7833,25.99,82,100,0.89,VN,1697662958
486,vostochnyy,55.8167,37.8667,5.2,96,100,3.79,RU,1697662958
487,jiagedaqi,50.4167,124.1167,-0.24,64,11,3.47,CN,1697662958
488,tres arroyos,-38.3739,-60.2798,18.75,43,70,3.34,AR,1697662959
489,novyy urgal,51.0736,132.5642,3.33,92,91,1.73,RU,1697662959
490,mandali,33.7499,45.5541,23.78,36,38,3.04,IQ,1697662959
491,cortina d'ampezzo,46.5384,12.1377,7.72,91,99,0.86,IT,1697662959
492,alice springs,-23.7,133.8833,9.75,29,0,2.06,AU,1697662959
493,al bardiyah,31.7561,25.0865,22.77,57,0,2.17,LY,1697662959
494,mwinilunga,-11.7358,24.4293,20.53,62,100,0.54,ZM,1697662959
495,zhenlai,45.8495,123.2973,5.52,50,0,5.48,CN,1697662959
496,misungwi,-2.85,33.0833,24.14,60,100,0.72,TZ,1697662960
497,jinxiang,27.4327,120.6062,19.08,85,33,1.9,CN,1697662960
498,orsa,54.5153,30.4053,4.09,95,72,4.69,BY,1697662960
499,gremda,34.75,10.7833,24.11,64,0,1.03,TN,1697662960
500,north madison,38.7678,-85.3966,19.6,56,40,4.12,US,1697662960
501,machina,13.1364,10.0492,30.94,17,100,3.86,NG,1697662960
502,rabaul,-4.1967,152.1721,26.36,81,24,2.08,PG,1697662961
503,nadi,-17.8,177.4167,27.0,65,20,1.54,FJ,1697662961
504,pandan,14.0453,124.1694,26.45,88,92,2.67,PH,1697662961
505,hovd,48.0056,91.6419,2.87,40,0,0.32,MN,1697662961
506,puerto baquerizo moreno,-0.9,-89.6,27.55,74,75,7.2,EC,1697662961
507,paragominas,-2.9667,-47.4833,28.39,56,44,2.14,BR,1697662955
508,nurabad,34.0734,47.9725,11.22,39,7,2.38,IR,1697662961
509,sawakin,19.1059,37.3321,28.46,71,12,3.4,SD,1697662962
510,kolondieba,11.0882,-6.8926,26.85,63,38,1.69,ML,1697662962
511,diffa,13.3154,12.6113,31.18,18,100,3.72,NE,1697662962
512,bandon,51.7469,-8.7425,11.77,96,63,1.99,IE,1697662962
513,vila do maio,15.1333,-23.2167,27.44,74,9,4.64,CV,1697662962
514,praia da vitoria,38.7333,-27.0667,23.14,88,75,11.09,PT,1697662962
515,linqiong,30.4159,103.4609,14.9,81,100,3.03,CN,1697662962
516,siraha,26.6541,86.2087,20.78,77,0,0.6,NP,1697662963
517,lishui,28.4604,119.9103,16.22,95,8,0.68,CN,1697662963
518,raymondville,26.4815,-97.7831,30.61,29,28,4.36,US,1697662963
519,iskushuban,10.2837,50.23,26.09,76,58,3.91,SO,1697662963
520,ascension,30.2169,-90.9001,25.56,39,0,3.09,US,1697662963
521,boyolangu,-8.1181,111.8935,23.35,95,98,1.94,ID,1697662963
522,oskarshamn,57.2645,16.4484,6.62,62,100,3.99,SE,1697662963
523,vershino-darasunskiy,52.35,115.5167,-3.1,60,67,2.0,RU,1697662963
524,timbuktu,16.7735,-3.0074,35.08,16,23,2.93,ML,1697662964
525,illapel,-31.6308,-71.1653,20.44,41,0,3.36,CL,1697662955
526,cristalina,-16.7686,-47.6136,28.15,24,18,1.77,BR,1697662964
527,suntar,62.1444,117.6319,-9.36,91,51,2.68,RU,1697662964
528,rawson,-43.3002,-65.1023,30.16,10,0,9.77,AR,1697662865
529,changji,44.0167,87.3167,6.44,61,0,1.0,CN,1697662964
530,conde,-7.2597,-34.9075,26.7,69,40,6.17,BR,1697662964
531,la'ie,21.6477,-157.9253,30.03,66,3,1.34,US,1697662964
532,bandarbeyla,9.4942,50.8122,27.07,80,25,2.37,SO,1697662965
533,porto murtinho,-21.6989,-57.8825,34.33,39,73,0.9,BR,1697662965
534,khandyga,62.6667,135.6,-4.91,96,100,2.03,RU,1697662965
535,inhambane,-23.865,35.3833,20.65,92,0,3.12,MZ,1697662943
536,thunder bay,48.4001,-89.3168,11.99,76,100,3.6,CA,1697662810
537,nakatsugawa,35.4833,137.5,10.06,66,31,2.09,JP,1697662965
538,boguchany,58.3814,97.4531,2.14,79,98,1.34,RU,1697662966
539,buka,40.8108,69.1986,17.23,48,100,1.41,UZ,1697662966
540,nikolayevsk-on-amure,53.1406,140.73,5.06,97,100,0.6,RU,1697662966
541,susuman,62.7833,148.1667,-17.23,81,100,0.89,RU,1697662966
542,ak'ordat,15.5486,37.8867,29.89,48,18,0.87,ER,1697662966
543,al jawf,29.5,38.75,20.53,34,0,2.79,SA,1697662966
544,brokopondo,4.75,-55.1667,31.68,56,60,1.8,SR,1697662967
545,san andres,12.5847,-81.7006,30.01,79,20,3.6,CO,1697662967
546,wamba,8.9333,8.6,24.66,85,99,1.08,NG,1697662967
547,antofagasta,-23.65,-70.4,18.6,87,52,7.31,CL,1697662826
548,zhalantun,48.0,122.7167,1.42,59,10,2.67,CN,1697662967
549,tamanrasset,22.785,5.5228,23.95,16,0,2.06,DZ,1697662967
550,sittwe,20.15,92.9,25.05,82,94,2.61,MM,1697662967
551,bathsheba,13.2167,-59.5167,31.34,70,40,6.17,BB,1697662968
552,el idrissia,34.4454,2.5275,21.53,24,6,4.69,DZ,1697662968
553,bikenibeu village,1.3673,173.1241,23.98,94,100,4.12,KI,1697662968
554,touros,-5.1989,-35.4608,25.58,74,1,6.72,BR,1697662968
555,gebeit,21.0667,36.3167,23.75,51,2,2.8,SD,1697662968
556,sheksna,59.21,38.5107,-0.02,85,99,2.35,RU,1697662968
557,qashyr,53.0675,76.1036,9.81,46,56,3.41,KZ,1697662968
558,urengoy,65.9667,78.3667,8.39,84,100,6.26,RU,1697662969
559,illizi,26.4833,8.4667,27.89,15,96,1.42,DZ,1697662948
560,horta,38.5333,-28.6333,21.8,91,75,10.8,PT,1697662743
561,ballycastle,55.2044,-6.243,12.52,79,100,13.35,GB,1697662969
562,ormara,25.2088,64.6357,25.98,77,0,2.98,PK,1697662969
563,al hufuf,25.3646,49.5653,28.19,57,0,2.06,SA,1697662969
564,jabor,5.921,169.6434,27.42,79,95,5.3,MH,1697662969
565,klaksvik,62.2266,-6.589,8.51,89,100,14.66,FO,1697662970
566,olenino,56.2092,33.4889,3.39,97,100,1.07,RU,1697662970
567,zhaotong,27.3167,103.7167,14.03,85,100,1.26,CN,1697662835
568,cockburn town,21.4612,-71.1419,29.18,74,4,5.28,TC,1697662919
569,ust-tsilma,65.441,52.1498,3.12,89,100,2.68,RU,1697662970
570,ugoofaaru,5.6667,73.0,27.01,78,97,3.34,MV,1697662970
571,manadhoo,5.7667,73.3833,26.71,78,96,3.82,MV,1697662970
572,grand haven,43.0631,-86.2284,19.71,57,40,5.66,US,1697662971
573,dryden,49.7833,-92.7503,11.16,82,100,0.0,CA,1697662971
574,ribeira brava,32.65,-17.0667,23.89,71,100,4.97,PT,1697662972
575,nelson bay,-32.7167,152.15,17.78,86,100,1.34,AU,1697662972
576,guerrero negro,27.9769,-114.0611,26.91,43,45,6.47,MX,1697662972
577,narrabri,-30.3167,149.7833,15.29,65,0,0.89,AU,1697662973
578,sai buri,6.7013,101.6168,24.73,91,99,1.63,TH,1697662973
579,magadan,59.5667,150.8,-2.32,75,10,4.92,RU,1697662973
580,traverse city,44.7631,-85.6206,18.06,58,78,0.45,US,1697662811
581,mugia,43.1041,-9.2179,19.39,85,10,10.74,ES,1697662973
582,buala,-8.145,159.5921,27.25,79,91,1.92,SB,1697662973
583,white river,-25.3318,31.0117,16.53,100,0,1.54,ZA,1697662974
